actor1,actor2,orderprod,film_id,ratings,id,title, budget , revenue ,profit,genres,original_language,overview,production_companies,production_countries,USA,release_date,runtime,spoken_languages,status,tagline,popularity,vote_average,vote_count,production_companies_number,production_countries_number,spoken_languages_number
Tom Hardy,Zoë Kravitz,4,tt1392190,8.1,76341,Mad Max: Fury Road," 150,000,000 "," 378,858,340 ",228858340,Action|Adventure|Science Fiction|Thriller,en,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",Village Roadshow Pictures,Australia,0,13/05/2015,120,English,Released,What a Lovely Day.,31.49509,7.2,8760,3,2,1
Sean Bean,Channing Tatum,4,tt1617661,5.3,76757,Jupiter Ascending," 176,000,003 "," 183,987,723 ",7987720,Science Fiction|Fantasy|Action|Adventure,en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",Village Roadshow Pictures,United States of America,1,4/2/2015,124,English,Released,Expand your universe.,10.024761,5.2,2597,4,1,1
Sean Bean,Eddie Redmayne,12,tt1617661,5.3,76757,Jupiter Ascending," 176,000,003 "," 183,987,723 ",7987720,Science Fiction|Fantasy|Action|Adventure,en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",Village Roadshow Pictures,United States of America,1,4/2/2015,124,English,Released,Expand your universe.,10.024761,5.2,2597,4,1,1
Sean Bean,Mila Kunis,8,tt1617661,5.3,76757,Jupiter Ascending," 176,000,003 "," 183,987,723 ",7987720,Science Fiction|Fantasy|Action|Adventure,en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",Village Roadshow Pictures,United States of America,1,4/2/2015,124,English,Released,Expand your universe.,10.024761,5.2,2597,4,1,1
Channing Tatum,Eddie Redmayne,3,tt1617661,5.3,76757,Jupiter Ascending," 176,000,003 "," 183,987,723 ",7987720,Science Fiction|Fantasy|Action|Adventure,en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",Village Roadshow Pictures,United States of America,1,4/2/2015,124,English,Released,Expand your universe.,10.024761,5.2,2597,4,1,1
Mila Kunis,Channing Tatum,2,tt1617661,5.3,76757,Jupiter Ascending," 176,000,003 "," 183,987,723 ",7987720,Science Fiction|Fantasy|Action|Adventure,en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",Village Roadshow Pictures,United States of America,1,4/2/2015,124,English,Released,Expand your universe.,10.024761,5.2,2597,4,1,1
Mila Kunis,Eddie Redmayne,6,tt1617661,5.3,76757,Jupiter Ascending," 176,000,003 "," 183,987,723 ",7987720,Science Fiction|Fantasy|Action|Adventure,en,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",Village Roadshow Pictures,United States of America,1,4/2/2015,124,English,Released,Expand your universe.,10.024761,5.2,2597,4,1,1
Arnold Schwarzenegger,Emilia Clarke,3,tt1340138,6.3,87101,Terminator Genisys," 155,000,000 "," 440,603,537 ",285603537,Science Fiction|Action|Thriller|Adventure,en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",Paramount Pictures,United States of America,1,23/06/2015,126,English,Released,Reset the future,14.301641,5.8,3421,3,1,1
Arnold Schwarzenegger,Jason Clarke,2,tt1340138,6.3,87101,Terminator Genisys," 155,000,000 "," 440,603,537 ",285603537,Science Fiction|Action|Thriller|Adventure,en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",Paramount Pictures,United States of America,1,23/06/2015,126,English,Released,Reset the future,14.301641,5.8,3421,3,1,1
Arnold Schwarzenegger,Jai Courtney,4,tt1340138,6.3,87101,Terminator Genisys," 155,000,000 "," 440,603,537 ",285603537,Science Fiction|Action|Thriller|Adventure,en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",Paramount Pictures,United States of America,1,23/06/2015,126,English,Released,Reset the future,14.301641,5.8,3421,3,1,1
Jason Clarke,Emilia Clarke,6,tt1340138,6.3,87101,Terminator Genisys," 155,000,000 "," 440,603,537 ",285603537,Science Fiction|Action|Thriller|Adventure,en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",Paramount Pictures,United States of America,1,23/06/2015,126,English,Released,Reset the future,14.301641,5.8,3421,3,1,1
Jason Clarke,Jai Courtney,8,tt1340138,6.3,87101,Terminator Genisys," 155,000,000 "," 440,603,537 ",285603537,Science Fiction|Action|Thriller|Adventure,en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",Paramount Pictures,United States of America,1,23/06/2015,126,English,Released,Reset the future,14.301641,5.8,3421,3,1,1
Jai Courtney,Emilia Clarke,12,tt1340138,6.3,87101,Terminator Genisys," 155,000,000 "," 440,603,537 ",285603537,Science Fiction|Action|Thriller|Adventure,en,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",Paramount Pictures,United States of America,1,23/06/2015,126,English,Released,Reset the future,14.301641,5.8,3421,3,1,1
Renée Zellweger,Jim Broadbent,3,tt1473832,6.5,95610,Bridget Jones's Baby," 35,000,000 "," 211,952,420 ",176952420,Comedy,en,"Breaking up with Mark Darcy leaves Bridget Jones over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack. Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.",Universal Pictures,France,0,14/09/2016,123,English,Released,Old flame. New fling. Big problem.,2.617765,6.4,860,5,4,1
Jim Broadbent,Sally Phillips,12,tt1473832,6.5,95610,Bridget Jones's Baby," 35,000,000 "," 211,952,420 ",176952420,Comedy,en,"Breaking up with Mark Darcy leaves Bridget Jones over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack. Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.",Universal Pictures,France,0,14/09/2016,123,English,Released,Old flame. New fling. Big problem.,2.617765,6.4,860,5,4,1
Renée Zellweger,Sally Phillips,4,tt1473832,6.5,95610,Bridget Jones's Baby," 35,000,000 "," 211,952,420 ",176952420,Comedy,en,"Breaking up with Mark Darcy leaves Bridget Jones over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack. Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.",Universal Pictures,France,0,14/09/2016,123,English,Released,Old flame. New fling. Big problem.,2.617765,6.4,860,5,4,1
Jim Broadbent,Gemma Jones,6,tt1473832,6.5,95610,Bridget Jones's Baby," 35,000,000 "," 211,952,420 ",176952420,Comedy,en,"Breaking up with Mark Darcy leaves Bridget Jones over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack. Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.",Universal Pictures,France,0,14/09/2016,123,English,Released,Old flame. New fling. Big problem.,2.617765,6.4,860,5,4,1
Renée Zellweger,Gemma Jones,2,tt1473832,6.5,95610,Bridget Jones's Baby," 35,000,000 "," 211,952,420 ",176952420,Comedy,en,"Breaking up with Mark Darcy leaves Bridget Jones over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack. Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.",Universal Pictures,France,0,14/09/2016,123,English,Released,Old flame. New fling. Big problem.,2.617765,6.4,860,5,4,1
Gemma Jones,Sally Phillips,8,tt1473832,6.5,95610,Bridget Jones's Baby," 35,000,000 "," 211,952,420 ",176952420,Comedy,en,"Breaking up with Mark Darcy leaves Bridget Jones over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack. Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.",Universal Pictures,France,0,14/09/2016,123,English,Released,Old flame. New fling. Big problem.,2.617765,6.4,860,5,4,1
Robert Downey Jr.,Chris Hemsworth,4,tt2395427,7.3,99861,Avengers: Age of Ultron," 280,000,000 "," 1,405,035,767 ",1125035767,Action|Adventure|Science Fiction,en,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",Marvel Studios,United States of America,1,22/04/2015,141,English,Released,A New Age Has Come.,13.197046,7.3,6208,3,1,1
Robert Downey Jr.,Mark Ruffalo,3,tt2395427,7.3,99861,Avengers: Age of Ultron," 280,000,000 "," 1,405,035,767 ",1125035767,Action|Adventure|Science Fiction,en,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",Marvel Studios,United States of America,1,22/04/2015,141,English,Released,A New Age Has Come.,13.197046,7.3,6208,3,1,1
